00626a,a956fb
39f56c,17e34c
007c94,8fd429
007c93,d9c1e2
007c92,c34950
ad2e28,d3fa29
f7bbe4,f247f5
98d91a,ef2c05
23010a,65659b
ddae0b,080c9d
00cc75,ff0537
00cc74,f3e116
3c613c,0f97ce
c061db,611e3e
df9e03,b7591c
007c97,41746c
007c8c,587492
e9e8b6,3c3054
007c8a,ff0bc9
e36417,5ce620
00cc5d,31f987
00cc5c,6d4bac
00cc5a,323a9a
00cc68,8e89b2
00cc67,030cb0
00cc66,1e3ebb
3c0af1,1f9e96
007c8e,50117b
6893e3,2b939c
1125d9,8593c1
ee9214,33c53d
c80127,d7df4f
00cc61,6b3e1d
00cc60,ff9d71
007c80,b98bca
4e2fac,d88431
00cc65,75955a
00cc64,84157b
51d07f,9f23d0
00cc63,acfdfd
918e4e,709197
dd28d8,99b5a6
00cc62,615008
e30da6,491e7b
07fac8,56bfbc
00cc4f,ab49c4
007c89,270ce4
161641,8c2541
007c88,f8c18b
00cc4d,22e69e
007c86,b13308
e05dff,3c5651
ef0200,fa874c
007c7b,53ecd9
0536c6,959667
007c7a,0645e2
00cc4b,8784b5
00cc58,938f99
8b625c,1fd40e
00cc57,d9f7e0
00cc56,15996f
d07a02,55c85b
3c6159,dbb4f4
91de24,8e58a6
007c7c,3561c8
00cc59,697869
00cc92,762c82
734857,b0e287
bf4ffd,34e4d6
00cc96,3019fa
00cc95,d9a2e2
75d809,c823e4
45e38e,a2b504
4a068e,7d0ecd
00cc90,2fad29
484378,721f0f
00cc7e,87863d
00cc7d,1f7fb8
00cc7c,7a2814
00cc89,781b68
00cc88,0752aa
b65f6a,5e52b7
3f110a,6a3733
e29de7,8ec8c6
44e8a5,7a9c41
00cc83,681f6e
00cc82,77dd49
00cc81,0feb60
00cc80,c31d84
00cc87,533964
543029,cd4a05
00cc85,522041
00cc84,fd48d9
2d6f57,583fdd
00cc6f,d096bd
1da4ec,f3f126
007c9d,211335
b4c3e8,04144f
007c9c,5598d4
acd8ca,d20a25
00cc6d,2d1c5e
00cc6c,17ed05
737bb5,cfc766
00cc77,94aa49
870b10,bfc3c4
cc0532,7bea18
007c9f,081bc3
007c9e,90d241
786bfa,88410d
004899,0e0def
2bd417,6ec618
00cbaa,f0a0d8
a64693,4ce0fe
004898,44ef0d
007bd9,185434
45e36d,bd569b
00cbb6,4a8c1e
007bcf,396118
00cbb5,7d6bfe
007bce,748ee5
6b10cc,210e3c
50d750,3b8dc2
00cbb3,47eec4
007bcc,cd90df
007bcb,78f05f
007bca,52f7b9
00cbb7,de6a6f
00cbb2,1171b5
00cbb1,2db25b
870a9d,9d03e6
00cbb0,51e5b2
f0e342,bc500b
6559d2,29a67c
9dd69e,f86fee
007be7,e59f87
d71fa2,4f5726
007be5,bda30e
e54e32,537adc
e758b4,5580fd
007be3,fb3ab4
d22fef,757e14
007be2,4b42b0
f27cca,287635
007bc9,55dfe4
3bec3c,9cbf7e
007bbf,25ddf0
00cba5,9864ce
f24985,20783d
007bbe,858180
00cba4,f6eea9
00cba3,1bcbfc
00cba2,2ae8ac
00cba8,6cb092
00cba7,70a793
00cba6,a69407
007bd0,40facb
00cba1,7c8b22
00487d,21bbbc
014208,e7db7b
0870df,87bf77
00487c,09e769
d46fcf,582c34
c5a196,d18219
7ad59d,e9d9a8
007bd5,0b3d29
007bd4,fcb5a7
007bd2,64b948
c7e167,04d847
00cbcc,556736
00cbcb,05e91d
53bb9f,e5da41
00cbca,7bf456
00cbd8,900b82
00cbd6,5455d0
ddae2f,d69a15
007bee,13fcc4
ee087a,57222d
00cbd9,b3ba9b
943e62,3185c3
5e5cc0,868881
00cbd4,b9e752
5e296a,db4b2a
9ed065,4b487d
658f3c,d006d8
00cbd2,3e5103
00cbd1,d30809
00cbbf,182c9c
00cbbd,d074af
61b3d0,8f47fd
00cbbb,9894a6
5e2994,eb1663
00cbba,0ee926
00489b,e2aeb6
00489a,881603
00cbc5,f79a54
24cab8,e1e408
737d06,2e9952
9c4074,1d6cce
00cbc9,6b3bf7
007bf1,3bcccd
6ee6a1,08491b
00cbc2,6935f7
254114,f07276
00cbc0,1df0bd
68e44a,c09ffa
00cbae,48cd62
007bf9,12212c
00cbad,03a64d
00cbac,5ffe00
00cbab,07d95f
007bf5,5caca2
007bf4,88aafb
00cbaf,bbc1c6
404e7b,a7cf6e
47ccb2,797b45
7f7518,e629a2
762bed,e3d11d
30ba88,aa7059
004854,94447d
ddae97,1f01f7
11aa4c,96e048
cb09d9,b5ab48
4ed556,0cde22
007ba3,880c69
37b3e1,95ac86
007ba1,0e5727
007ba0,db33c5
84aa95,c6dcb5
004847,c9ce6c
453cf1,6dfb68
af6cd0,3c0c9d
23017f,c03704
afbcd7,6780cd
498949,12cc1f
00483e,52c29c
f58330,d442e1
c7e16f,806360
00483a,f607b2
cbe44e,423252
0e5f7d,fae0f6
61b3fa,43eed1
004873,db19b8
007bb9,d5cce4
e2ee87,c8da96
4e8564,0a961c
d46fb2,8a1973
007baa,2f82d1
00486d,3f6585
007bc7,d06de7
007bc6,cd4c6e
007bc5,e801a7
007bc4,16f073
ea1254,d8a573
007bc3,0113ee
007bc2,e30ed6
223c15,5598aa
477cc1,4a3caa
7fc504,33e1cf
24caeb,cc491c
4e2eed,13d2d8
004869,371040
004863,9990a1
007ba9,4ed597
e8a393,41e3e2
c2f286,5511ac
53374c,66df6d
e4f8de,e0ef3e
007ba6,36746a
6799ba,857fe3
5a72ab,582b88
1d55e0,4833fa
7f1edf,680d1a
6c56f7,089d93
ca99b5,bdcb99
1da5a5,6bd8a5
02880a,1023b0
557705,1c3e78
c9caed,41cfbe
ee0836,d7b3fe
004870,e81cba
6fe14a,5a8186
44e99c,3f444b
9492d1,330855
c31296,4d15fd
3274ef,d9b634
88f622,bf8b67
709915,94bacb
e8532d,c2f982
44e95a,c28366
63f470,d60c10
d5ba36,5aa994
223c1f,cb8929
f9fd11,ef4f11
967e94,49b5e6
88f60b,437924
1c1048,0852bb
0047a5,9048e0
0047a1,67a49c
866681,25b514
e3b37d,b8c3f6
0047a9,f0a25a
65ddca,1091b0
42dcd5,c09149
e028df,b92b87
db1da8,dfa7bc
d5ba24,a4098e
7a854b,e2cc0d
737d71,0b6d2f
709934,ef3d3f
0047aa,7bfbf7
c45892,83a4f2
007d13,cb9aab
9bcb0f,e1dbcd
007d12,244617
665476,146f60
3ef0a3,ed8484
f008a1,6ea6fd
9982c6,3f4acd
9502e0,ddc38d
b2348c,d63e92
e8a32a,f1ec11
7a851d,142bc9
0047c1,3fd77f
cd7f4c,79cfe9
96ce63,54560d
0047c2,3d8559
007d14,42a61f
6f9146,bb6564
0047c9,afe89d
0eaf31,f07c51
43a337,775057
fe74a8,e6fb09
fc34f9,d0197d
007d01,2bd3af
86b65a,f047e2
1bf045,b93e0f
0047b4,f4255f
007d09,70ff63
0047b6,d348f3
007d08,0f5395
bdeb88,48dea1
0c1f21,d6aa92
0047b2,16f7a2
8a6973,87c246
00cbea,31ffef
842666,e20d90
be0b6c,bacd0c
00cbee,7ead01
3a2213,4fbda0
dbc424,9040e4
00cbeb,9b6330
00cbf7,d71637
b96415,19e3ef
00cbf2,0c1942
6da137,493132
00cbf1,dd40da
00cbf0,97fbc3
918dbc,93061a
00cbf6,90c736
ab430e,545e29
00cbf4,fd0344
00cbde,120603
6f912f,353ff2
d22fb8,f53aa1
00cbdc,d1f745
00cbdb,76fa87
00cbda,d4fd3a
b90db4,084cad
00cbe9,28682b
00cbe7,02c602
d28609,883749
5e28ae,1b81cf
c946d1,af45e1
acd91b,f0cbf4
a4e099,7cb3aa
00cbe1,cbe125
00cbe4,dc5f07
00cbe3,8ec17c
00cbce,11b3f1
6f3ace,3e5fb9
00cbcd,6efc93
f9fd1a,37b1ed
c31204,2744eb
c06288,d2f535
cb93c0,25e7a2
f831dc,1796ab
dbc443,811b99
9742eb,e8891d
028895,008310
9c409d,c3bbcc
00cbfb,41107a
00cbfa,0e3bd3
c2f200,94346b
00cbff,e98b8b
00cbfe,ee33c8
f831e2,d07692
00cbfc,6d383a
79322c,c2a0e9
737d46,8f39e1
7fc3f6,e18e7a
0e5f0d,3950a2
c1f884,623378
449962,1c41a3
86b60b,7360ee
0c73a3,6fab5f
1f966d,8be4f1
e268ea,358692
42a971,c8dc6e
00cbef,6580d2
00cf91,f4f060
00cf90,ee9593
00cf92,a1236e
00cf7d,bda4d8
e75932,bfb99b
00cf7c,acab3e
cc02f0,e67454
e3b304,caf579
00cf7a,70bb7f
00cf88,9f2b86
47cb29,7c4ebd
00cf87,795432
b23194,263a67
00cf85,2d5f85
4985ad,314eac
b23198,2ee9b2
00cf89,466233
00cf80,3412a7
00cf83,093ff2
00cf81,85f895
032f6f,4cb714
00cf6f,bed2db
237e69,9e18b7
00cf6d,05542e
f03e9d,f0fcbb
e99917,638ddf
a3e1d6,5bf617
00cf6b,92c1ff
de2461,22a436
00cf6a,fc90a5
943fef,181c27
00cf77,ba2835
00cf76,62029f
007f9f,d5b9b4
366888,332025
b86763,245bb7
007f9d,da5536
8426da,bb680f
007f9c,52ceaa
00cf79,32fc4f
78bd87,0d9e8d
00cf78,0a26e7
ddadc2,d659b1
f248ec,85ae53
fc36a3,31bdaa
00cf9f,a749dd
21e2f6,59a72f
b8b724,7648b9
8666c7,31d4e1
00cf9e,5b1cfb
3df623,a92741
3e1645,7d4d92
00cf9d,44f7c2
eca1b5,3e3b9a
1da1d2,dbcf4d
609de9,207ab2
55758e,1551b1
bceeca,a7989b
5e5e72,185e61
19a1e8,13ad8b
bb257e,cc9874
36b85f,1df1a3
00cf8f,d637b5
7931fd,3049fe
369bf1,c1f940
453b88,4418a8
00cf8d,ed08ca
00cf8c,2ddcbb
00cf8a,dd131f
0d1d0b,b0a209
c9ca16,4445aa
00cf99,0afa88
00cf97,c674cd
00cf96,f43c8c
fcbae6,c4f411
00cf51,4a0b7b
00cf50,67381c
da79c4,710082
007f5f,ded8c2
007f77,f52ebe
007f76,b8b632
00cf3b,68e908
d283e1,b3c58c
007f74,95959b
00cf3e,0cb1cb
007f70,f84911
00cf3d,30b456
18dd9c,76b801
dfeddd,3598bc
00cf49,573980
007f79,c585ae
140ca4,9be1ce
1c5960,633fd3
007f6e,3a2ef0
00cf43,96adb0
da79c3,c1c743
007f6c,65d092
00cf41,732613
00cf48,dcabc0
007f6a,762e96
a0a934,b3d09c
0049ff,497370
370be4,4b439d
0049fa,38dae2
00cf2b,b18da2
007f65,a1d787
0abd1b,4aee6c
00cf2a,402b26
b8b76b,fa690a
007f64,3f04b4
15f915,f1de74
00cf2f,e1c25d
369bfe,61cbd0
00cf39,eb7703
6af212,6c1050
2838cb,af6f23
13697e,78c122
007f68,8b72c0
007f67,edd133
007f5e,1a1abf
fc6afa,dc0cc7
00cf33,169880
327231,e0f177
007f5d,b04c88
007f5c,4a0f4f
00cf31,8bc902
007f5b,0a506e
6c8ba2,93ada3
00cf30,21f238
2bd175,3e7240
00cf35,1baebb
ff7133,2b98f8
38f83d,26ffa9
1d5303,70fa94
00cf73,6677f0
00cf70,16801f
007f99,6abf6c
e8a1e5,988df0
007f98,340ee7
007f97,cf8b9a
df9df0,a2f8f7
00cf5c,0c2877
007f96,fcd9eb
00cf5b,3c0e2a
eb8d5a,969374
a8d265,7e1587
5cc2ef,68ceea
609da2,37915b
95066f,998714
ea11ce,61fad5
007f8f,a6526b
007f8e,e238dd
00cf63,ee6a0b
007f8b,c360e2
ede926,38fa81
00cf67,100a89
007f80,279163
00cf62,5d7910
00cf61,416772
007f88,911635
00cf4c,6f04bc
e05e24,a79096
007f86,316ab7
00cf4b,0cd976
007f85,852433
00cf4a,54491d
95900b,1bdbcf
cfd8aa,24a031
6af21a,28f6c1
1af30a,15b115
007f83,6be4e9
d7c42b,32f3e8
007f82,5905bc
00cf4e,0abb04
13b96e,75617f
13ecab,72388f
00cf53,d2eaf0
007f7d,150520
00cf52,fadf83
00cf59,1ef8c8
007f7b,6069a0
00cf58,512fe3
da79f2,2ef69a
00cf57,bea1ed
6c8bc8,f8458f
c454d9,85f6dd
8760a5,4010e5
007eb8,6ebf91
08742a,ef2da4
683e47,000b37
007eb6,be41b5
6a4ba8,da7bfb
3cb047,babe91
daff2a,5bc3f6
007eaa,6cace9
add01a,bad310
c00a94,3dab80
007eae,44056e
007ead,ca0644
007ec4,1635e2
007ec1,46492c
007ec0,7ba39c
870c64,42d54d
6e9802,79d9dd
428b3a,2b199a
a5492d,8d0534
9e8444,a92302
39f245,769e6b
869c67,51f80e
b230b4,a9db62
ebdd16,40ab33
e78d4a,239fb4
2fc747,c1f2f9
007eb2,5f44de
00ceb9,b64b5d
9255af,83be18
007ed9,2e70ec
007ed6,400523
007ecd,178e4e
eb57cb,b17f45
c00a9b,fefa36
00ceb7,3a153c
599ea3,c9db0b
00ceb6,fb46b1
00ceb5,b5a713
00ceb4,3ede4e
22040e,e1d171
ee3cab,0f9532
9bcdea,c062b6
007ece,aa99ef
007ee6,8d0e29
b3fc1d,ca6c40
007ee3,4ca628
fd3131,992fca
007ee1,be6d5d
007ee0,7f5d79
31c839,f0b536
00cea9,18125e
e26934,46f062
007ec7,d14cdc
007ebc,1aba05
00cea2,f95760
00cea1,2c46b0
369d03,7de4be
869c88,58a6c4
551eae,621121
00cea6,e2588d
00cea5,4f8257
00cea4,64a2bd
9255c3,cd476b
007ebe,6ef19b
a30934,40b554
056f99,66eae5
007ed2,97cba2
bdb588,669980
d189cf,f6d604
b9b118,9edb22
9ed2e3,8464ea
b626e2,bf15e3
6cdc8b,e5fa11
89f18c,ca0647
e4f90a,0be092
f102ff,996b20
a5cd8b,d0ec8e
34ad2a,d7721d
f2ce6c,c2fd00
ef0323,8ce283
22041f,f75043
1cdd62,ddb8e8
188ce1,164cf7
171327,c48ad9
89f17f,0baa77
b6ac15,409b1d
b9b11b,3a58b8
df69cc,4b6b14
23cdb0,13e2a7
fefb7f,3f4318
b9b139,53c936
9b7de7,0eb392
89f16a,59a5ff
b9b148,f65380
904b97,965b3d
bd6586,791cd1
3df662,3979fa
032f8d,101a0b
0383ce,4acf19
18596e,7e9933
1f3d45,219696
188cad,21504d
3e1674,8c96be
32c0be,d7eb0b
9bcdbc,1b080c
737cd8,5ded4e
2ad71f,0ae052
d2852b,155a21
6f3d53,1457f6
3e15a3,2bed28
7d369b,ec96e9
6af1e3,4d38cf
ede89f,49ade8
6af1da,7c9368
474662,383cdb
9bce10,ccc202
842750,ca2eb1
ac863f,d41159
842755,eb0e18
00cefc,d24933
00cefb,f89109
00cefa,fb6012
6f91a3,8f7b42
cbe375,5f7ce4
bd64db,536f04
286da9,5ed152
3b9b3e,d3104c
69036a,5fe8e0
817794,8d962e
4e8419,8ecdd6
610e4b,e1b994
94e5e8,f0b6ce
03d524,5fccc8
5cc438,48dacc
00ceef,c2beaa
8aefac,6ba170
61b2a2,d8d09e
00ceed,144efc
498626,927992
b13729,a1dffc
d2d52d,1fe17e
056ea7,3c3b17
eca358,665f7a
ee925d,1839d0
14b1a9,76bd20
44e670,e4d8f8
b89b10,c85a4c
bb5a77,80fa9f
6a190b,4d96ee
cc0342,6aa259
f2cda8,969d39
658e28,944453
7d3678,8b9618
9d88a2,1a07d6
66a385,4906e6
45901d,790d33
3c0b61,b12883
9505d3,0ab1e0
cf898e,a1f099
05bee6,5ed815
68e335,967ddc
31fd80,c88adc
1a4e4c,61fb7b
de23c5,0a0b01
36ec4a,ae103e
cf8945,bab1ab
3520e4,407947
007ef9,b48a51
007eef,1bcc82
00ced4,ae3155
44e650,2480d0
007eec,c9a0fb
f09434,01ebcc
00ced2,b7273e
007eeb,b15d6a
00ced8,429cf3
00ced7,b54693
00ced6,bf85a2
9014e9,be17cd
557616,39a356
54ffb1,027eb5
713e28,5de118
13b7b9,dff481
42a686,eb4e26
46cfd9,4ba838
cfd919,65819e
7f1fe4,464f60
cb3e00,733a8b
00cebf,87236e
00cebe,4c855c
a64303,27312b
007ee9,02f162
007ee7,634e5c
e29d93,abfc46
007edd,2b8a7d
00cec3,9261e9
007eda,6a55dd
00cec8,8ecc7d
c80088,483985
00cec6,20c7e1
00cec5,4f21f9
00cec0,124c20
007edf,18af92
007ef7,a9232b
00ceab,0215c5
7f1ff9,248832
00ceaa,c75aa0
007ef5,e71950
00ceaf,22fc2d
f58458,7217a6
00ceae,a7a11e
786e18,257927
007ef1,d3d178
b90b45,5273ae
977b2c,7eeda9
140d42,f4d763
00ceeb,23e21b
00ceea,7fcf08
ff1b0c,741866
713e45,0276d2
00cef6,7373b1
50d651,05a794
00cef5,c6a560
a8d1dc,a6f241
00cef4,18df59
213f23,e53400
c7e07c,e98ea1
81fac1,ea721c
00cef3,cb0461
00cef2,5d70a9
6798a2,832328
394c22,94cf61
00cef0,6f2e27
00cede,2f3f48
00cedd,1bdd4f
00cedc,fa15f0
00cedb,ae9994
af3651,d83abd
00cedf,5e7932
a058d3,126ceb
2109e6,f1bf13
00ceda,5afdd3
01453f,b41507
8e1622,89b448
6068b1,6e938e
00cee6,be9bf9
00cee4,4675e8
007efd,0098f9
00cee3,97469b
007efc,cc9818
007efb,385096
007efa,a62f49
00cee8,ed51dc
00cee7,997011
00cee2,864e38
ce4322,adf359
00cecb,662920
00ceca,134fb6
00cecf,1a015e
0cc6ce,b2b62a
1af348,1d8d66
f5d2d3,c7ccb1
f582f5,46ce9d
88f73a,77350f
e75898,6001ab
0873ad,a85675
bff588,039367
42564c,cbfcc7
e5f22d,f9d76c
ea1350,b82822
370c8f,e39a87
081f91,b724be
891767,a5307a
7202fa,4d6fe7
d6ff5f,828928
63f346,ad2be8
950707,81bb26
c2158a,bef665
7effb3,bb557c
45062f,5633be
5334cc,1f9b17
2349e2,ad49fb
a548cd,a63c5c
953b8b,39aceb
c45539,659493
ba5fee,235d11
fa2b2e,46f2b2
425690,acc4bd
db1ee5,552e8d
7442d5,c071f5
40164e,b66493
c21573,f44bbe
665344,c3b257
e85251,b4858c
852189,3346a8
a8d353,3ef002
ca98d6,bb4cc5
e3b262,3e0ec9
9c42e7,3bb417
82c132,93e9bf
1af361,d47fc6
e7dbde,d12082
e7a837,d85831
2589d5,706ba5
bb5a8f,cdde1d
950731,e6ad62
2ffb39,87f843
0b30ed,183824
bbaa86,c41829
97cb8e,bff697
68932b,67381c
c9cb06,71f2b0
3e15dd,12efa1
1af394,e59cc2
418fdf,7dc133
1af36d,701abc
665362,0b1000
bb5a84,d04839
793337,2bd3e9
66a364,4cee22
b65ab8,83c9dc
845ae6,e45cf5
6af297,b02d3e
0b30d6,7285e2
112981,264a23
536a5b,60494d
8bea8e,ea79dd
9985e8,aab949
13ed9a,dbc599
038568,dfd22c
cae8f8,7d2fd9
b8eb8b,cbcc1b
2ad74d,39af2c
86675c,71a042
6318bd,639cef
a152e7,ae84ee
90159f,6200b9
e5f23b,5f9585
29343a,69f534
7a868f,9a8dd5
4744ef,46f651
00ce70,ffb60f
00ce74,0c8aea
136895,fe4da1
00ce73,04aaf1
00ce5f,a88734
007e99,c06911
00ce5d,cda7c6
007e97,a5eafc
7bd0f5,bb38ec
fc37a2,19620b
007e94,1f2714
08c36b,33d888
007e8a,23120a
e2ebb5,6c5e2c
345cfb,2a6f6c
00ce67,99face
00ce66,e5a139
00ce65,51f134
d7c365,500931
007e8f,6b2b0d
007e8e,6a222b
c943bd,7aa7c6
72041a,3ace0b
007e8c,1f5862
00ce69,33d2df
007e8b,53af64
007e81,2dbd36
7bd0e9,1eb9ef
00ce4e,0c2582
007e87,6c88c0
007e85,9d962b
00ce4a,2af554
00ce55,109d68
13b86a,166ba5
62f954,f737d8
007e7e,784cc4
19a0dc,44fef7
007e7d,f861a4
007e7c,d1a48b
00ce59,6cdc36
00ce58,3cf181
18a802,647fbb
00ce92,0911f6
00ce90,005a51
60b958,211d6a
00ce96,1f540f
d46e33,e7bcd0
00ce95,0763aa
fefbf5,cd4516
00ce93,83b6cc
00ce7f,dac301
cdcd5e,8c558e
391947,7573ce
0dc179,5c9a3b
d4be18,3becc1
6d5375,fa6c6d
fefbeb,5ab7d4
00ce7a,dc65e6
00ce88,161b8d
00ce87,66e233
4746df,14cbb6
c06115,097cf2
00ce80,9007d2
f03f9e,fb4a70
00ce84,2092ee
00ce83,3da6e7
00ce6e,190513
00ce6d,d6ea2a
1b1423,2cc4e6
5f23a8,fd6efb
4bce3f,335673
5c5bc8,81bfaa
f583c7,fcccfa
11abb4,4daad4
007e9b,acb8eb
f2cf31,71b746
38f944,332025
00ce6a,6ee96a
bd0dc1,8d67b6
00ce78,198df6
4590cf,cf3d81
00ce76,bb02b7
8b0f3c,30a0aa
00ce75,e63f19
6891d3,3643af
2b2d1a,f9bf21
007e9c,ef11a5
8d19d5,d46da1
0048eb,ede8fe
7dbc45,5b25f4
baadb8,2ed098
007e56,af0b55
87b261,3bcfa4
007e55,a39fe2
00ce1a,cc677a
64130b,e05e25
007e53,d65e98
00ce1f,47d813
007e51,900deb
007e50,fc51a9
39f315,72620f
00ce1d,9ad584
64130f,0b738e
ff722a,46f263
00ce1c,1b8341
2f77bf,ed78f4
00ce29,fa8c37
007e59,94893e
43a0a5,5bf595
007e58,d92ea1
bc9db4,634039
007e4e,398589
00ce22,11ed49
eee2ff,04b0ac
0048fa,ae10af
007e4b,f5205f
00ce20,911b33
007e4a,fa6206
00ce27,ab5aa6
00ce26,ae84a0
5333a9,f77f77
8d19c4,fcc5ca
00ce0f,5db746
f249e7,d4eb5d
2fc7b2,462913
82c1c3,a8ff6a
00ce0a,1751d4
00ce0e,c93a40
007e40,f43993
ffc227,8a4f02
ad80a2,bf636f
31fce1,fbb026
0778db,6986b1
00ce0b,bc27e4
0048f7,5b405b
00ce19,386bbd
370cff,7823ed
0048f8,4587b2
07c8c5,313f3c
00ce17,11aa15
007e49,6022f3
007e47,8bbf98
0a36f2,e8cdd4
007e3d,a36342
00ce12,666ffe
007e3c,5f3c8f
00ce11,fa88f9
007e3b,17968f
e61201,150857
62f993,3c284b
00ce14,8df882
404bb1,14a7b9
007e70,de0659
00ce52,238e54
00ce51,cf69fe
fec870,ca2a4b
00ce50,38e2ff
007e77,134a00
007e76,a6546b
00ce3b,0be092
00ce3a,50c083
007e73,ceaf76
06335f,047415
00ce3f,b770e0
00ce3e,059e9a
b6abfd,f40a10
188c7d,610dd7
f093a6,239b8c
0288b4,a2810e
007e6f,63fc3d
0faab6,959fe4
00ce44,f34533
00ce42,c629c4
582434,124aa8
007e6c,df75a0
00ce49,d6777a
b1bd2f,c3df81
00ce47,2bbcc2
00ce46,71bdb2
32c307,14e68e
0048fc,be013f
00ce41,f2d292
00ce40,731eab
007e4f,af0631
3b6532,ed2ccc
00ce2b,696ed2
007e65,4d05fa
007e63,d49f47
fa2d36,f2dc63
b90bd6,ebed1d
00ce2e,5c08dc
c24b9b,5e7149
00ce2d,fdae2a
b231a4,264462
4e2e4f,747ef1
007e69,048069
57add2,d4f4bc
c4db30,79d396
007e68,357118
007e5f,25821f
1710fd,e4b73b
00ce34,fa2f91
007e5e,0bace8
d188fa,15fd31
007e5c,9e5e71
00ce31,1e1ef2
007e5b,560961
00ce38,812c7a
a642a8,cd71a8
007e5a,0ad7f5
00ce36,08760d
4c42f2,08c601
00ce35,c8f32a
7838de,9e83a3
61b1da,fd9294
eb8e5e,eba066
213ed1,cec7f2
901760,3677bc
db74b3,2ff1c3
d6c962,6b55da
2bd1e8,8215c8
007da3,ae6b00
508498,336b5c
007da2,0d7eb8
007da0,a2625a
03d2e8,02ba41
4746a5,2bfdd1
31c94c,1c4509
d5331c,0d24b0
ee08c2,9b5593
03d2db,9e33dc
cd493f,aff7e1
8aedec,2a4a8e
768444,ff4cb6
07fcaf,bd87ca
42a6e0,788a4d
ba5f22,5b1341
fcbbb8,e3cb50
1127c8,c6b185
70e9ac,18da02
fcbbe5,707f0c
7f76ae,d0f067
7838fc,961706
f8345a,85449c
36b8a1,aefef4
007db8,8aa391
9c4345,547088
842924,8ec955
007dac,351651
7d6c04,af09da
16f239,c52632
007daf,75f116
ee3dcf,696e92
0f273c,184cbb
139d14,f389b4
007dc4,a31d6a
ed98c4,47b0c2
007dc3,236a54
4110da,d21bde
007dc0,a4268f
9bcccc,221aa0
007da9,fb0c6f
185897,eae637
03d2c8,8ea8f0
007da8,e14133
007da7,1e4c04
007da5,183703
f5d478,ecdfb9
007da4,6c20ef
bdb44a,fec19c
992ebc,133f27
d04387,94574f
9dd965,ed33de
369e27,c9a7dd
96ceea,84ac7d
bf4df5,c0ba7d
768420,44ee14
7ad6d2,04296b
f489ab,ceb777
8d4ddf,e43145
2d37fb,d489e0
007db2,9d25dd
007db0,e359fa
fcbbd7,0dbdb5
087348,3c56a6
a882bc,ca4006
b4c1b1,8a7726
164bd3,cf96fe
eb8e21,e33b61
00ce9a,f2740b
15f86e,48959e
00ce9f,ca6215
53347a,7f1034
21e541,8a05bf
7d6c57,4fe3d4
1f92d2,444bbd
00ce8f,a1b2cd
2d6d39,6eb12e
d188b2,e19cab
18a83f,0cedd5
add16a,b318ac
00ce8a,046889
6a193b,36979a
36b8aa,e864bd
762db0,77738a
00ce8e,89c78b
3d4ef8,66a927
00ce8d,da88eb
00ce8c,dcedea
00ce8b,1a7c1a
00ce99,084b61
00ce98,3ca4b7
00ce97,830685
14625c,7932c2
53348a,7274d7
2933ad,2fda13
c87ef4,af23ef
2ffbec,60198d
0538f5,8f16d4
c24b0d,f4e5d1
115d48,6bc0fc
370e55,b89aaa
c70570,bbee64
ac86d5,08340f
d9ad75,420fb5
9ed1f2,e9db2e
81c91b,9abcca
0382bc,f03df4
81c92a,a8f975
719498,e5d5cd
9d8953,b49f18
7099a7,e70cb5
60ecc9,8cda27
6cdd9f,6a5dd2
00cdec,118ea5
00cdea,d19208
00cdf6,640ef0
d95e9c,43bea8
3917be,70830f
904a7a,853d07
e8a14e,7d2375
00cdf9,3c7054
5823e0,83cefe
793486,1e46fa
00cdf3,de101d
00cddf,30ac2c
00cdde,4f26f3
d0444c,6f21aa
00cddd,e52226
842873,94762f
00cddb,1ca462
00cdda,4401a3
00cde6,dc8213
007dff,1b4d05
00cde4,5ef723
007dfd,c96ccb
007dfb,3dd472
007dfa,ff58eb
00cde8,63d575
84286f,366f49
00cde3,67b02a
00cde2,b5c407
00cde1,c8fac7
5eaeab,727e78
b6ac58,9e31dc
00cdce,d7a501
00cdcd,8eb229
00cdcc,b2b7a5
5ac0b7,5e3239
7839a6,474d7c
00cdcb,2f7cd2
13b6e3,53429c
1a4f4d,37a066
00cdcf,e23b39
ff70c7,b50d8b
7d379e,cf91b6
2d3815,e6a19a
84aba1,142d99
cbe25c,b471d5
00cdff,3080de
15f6c9,3c2aaa
737f2c,157206
00cdfc,3e4fca
50852c,2e9415
00cdfb,6d1c5f
2e30f4,e95bb0
76848b,aecb8b
4c4322,e19ef7
817893,bc1c66
8b651a,c3c7e7
d2d428,87a413
00cdef,2b6682
00cded,b28caa
ec5494,33fe43
f83527,ea01fc
0d1b63,541f81
007dd7,df05e8
007dce,0e7144
00cdb4,37f6e5
007dcd,533e95
00cdb3,a2cc89
ec546b,37e0c5
140c07,b04bf9
7a86ba,496575
00cdb8,7cce86
1f3f0f,a7643d
38f7f6,e85501
00cdb7,77911d
e54c2f,d58668
0a3769,a41dd9
00cdb5,863104
36ed82,f46644
00cdb0,7b725d
007de7,dec70a
007de4,be248e
007de3,5b31ea
00cda8,c05a10
007dc9,55b854
007dc8,7afa15
b1386b,e2462b
007dc7,0296ee
d772e9,d1a7d2
007dbc,a27be4
00cda2,4a9f03
007dbb,5b06c8
00cda1,834955
007dba,149a65
00cda0,c9e864
00cda6,cd2952
ff70b4,a98b42
00cda5,66226e
9744c5,c54428
928a8a,0f7eac
6797b3,3a19e6
